address,district,estate,sub_district
水泉路88弄,普陀,达安春之声花园,万里
富平路889弄,普陀,万里雅筑,万里
新村路1388弄,普陀,中环家园(一期),万里
香泉路85弄,普陀,香泉小区,万里
新村路1717弄,普陀,中鹰黑森林(中环凯旋宫),万里
真金路577弄,普陀,大华颐和华城,万里
真金路577弄,普陀,大华颐和华城,万里
新村路1717弄,普陀,中鹰黑森林(中环凯旋宫),万里
真金路577弄,普陀,大华颐和华城,万里
新村路1388弄,普陀,中环家园(一期),万里
真金路577弄,普陀,大华颐和华城,万里
新村路1717弄,普陀,中鹰黑森林(中环凯旋宫),万里
香泉路85弄,普陀,香泉小区,万里
新村路1881弄,普陀,万里城(一期),万里
真金路577弄,普陀,大华颐和华城,万里
新村路2003弄,普陀,大华愉景华庭(二期),万里
真金路577弄,普陀,大华颐和华城,万里
灵石路1669弄,普陀,东旺雍景苑,万里
新村路1717弄,普陀,中鹰黑森林(中环凯旋宫),万里
富平路737弄1-102号,普陀,巴黎之春,万里
真金路577弄,普陀,大华颐和华城,万里
真金路251弄,普陀,真欣园,万里
新村路2003弄,普陀,大华愉景华庭(二期),万里
真金路577弄,普陀,大华颐和华城,万里
真华路388弄,普陀,中环锦园,万里
新村路1717弄,普陀,中鹰黑森林(中环凯旋宫),万里
新村路1388弄,普陀,中环家园(一期),万里
新村路1717弄,普陀,中鹰黑森林(中环凯旋宫),万里
香泉路85弄,普陀,香泉小区,万里
水泉路88弄,普陀,达安春之声花园,万里
新村路1717弄,普陀,中鹰黑森林(中环凯旋宫),万里
真金路577弄,普陀,大华颐和华城,万里
新村路2003弄,普陀,大华愉景华庭(二期),万里
真金路577弄,普陀,大华颐和华城,万里
新村路1388弄,普陀,中环家园(一期),万里
香泉路85弄,普陀,香泉小区,万里
新村路2003弄,普陀,大华愉景华庭(二期),万里
富平路727弄,普陀,万里双子座,万里
水泉路88弄,普陀,达安春之声花园,万里
真华路388弄,普陀,中环锦园,万里
新村路1388弄,普陀,中环家园(一期),万里
新村路2003弄,普陀,大华愉景华庭(二期),万里
新村路1288弄,普陀,中环花苑,万里
新村路1717弄,普陀,中鹰黑森林(中环凯旋宫),万里
真华路388弄,普陀,中环锦园,万里
新村路2003弄,普陀,大华愉景华庭(二期),万里
真金路577弄,普陀,大华颐和华城,万里
新村路1388弄,普陀,中环家园(一期),万里
武威东路479弄,普陀,大华颐和华城(别墅),万里
富平路299弄,普陀,中浩云花园,万里
新村路2003弄,普陀,大华愉景华庭(二期),万里
新村路2003弄,普陀,大华愉景华庭(二期),万里
水泉路88弄,普陀,达安春之声花园,万里
万泉路122弄,普陀,中骏天誉(公寓),万里
古北路555弄,长宁,虹桥华庭,仙霞
虹古路380弄1-30号,长宁,虹霞小区,仙霞
真金路577弄,普陀,大华颐和华城,万里
茅台路255弄,长宁,大金更小区,仙霞
古北路585号,长宁,古北公寓,仙霞
仙霞路415弄,长宁,仙逸小区,仙霞
新村路1388弄,普陀,中环家园(一期),万里
仙霞路415弄,长宁,仙逸小区,仙霞
仙霞路750弄2号,长宁,威宁大楼,仙霞
紫云西路28弄,长宁,翠庭,仙霞
仙霞路579弄,长宁,水霞小区,仙霞
茅台路255弄,长宁,大金更小区,仙霞
芙蓉江路150弄,长宁,芙二小区,仙霞
仙霞路415弄,长宁,仙逸小区,仙霞
仙霞路415弄,长宁,仙逸小区,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
仙霞路415弄,长宁,仙逸小区,仙霞
茅台路255弄,长宁,大金更小区,仙霞
仙霞路666弄,长宁,银鑫公寓,仙霞
安龙路698弄,长宁,星霞苑,仙霞
茅台路455弄,长宁,茅台新苑,仙霞
茅台路597弄,长宁,水霞小区,仙霞
仙霞路700弄,长宁,长虹公寓,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
仙霞路415弄,长宁,仙逸小区,仙霞
茅台路597弄,长宁,水霞小区,仙霞
茅台路455弄,长宁,茅台新苑,仙霞
茅台路597弄,长宁,水霞小区,仙霞
虹古路380弄1-30号,长宁,虹霞小区,仙霞
安龙路698弄,长宁,星霞苑,仙霞
茅台路717-721号(单),长宁,威宁小区,仙霞
紫云西路28弄,长宁,翠庭,仙霞
娄山关路445弄,长宁,仙霞小区,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
仙霞路750弄,长宁,虹仙小区,仙霞
古北路555弄,长宁,虹桥华庭,仙霞
紫云西路28弄,长宁,翠庭,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
茅台路717-721号(单),长宁,威宁小区,仙霞
茅台路717-721号(单),长宁,威宁小区,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
古北路585号,长宁,古北公寓,仙霞
茅台路597弄,长宁,水霞小区,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
虹古路380弄1-30号,长宁,虹霞小区,仙霞
仙霞路750弄,长宁,虹仙小区,仙霞
芙蓉江路64弄,长宁,芙江小区,仙霞
水城路386弄11、13号,长宁,水仙苑,仙霞
茅台路717-721号(单),长宁,威宁小区,仙霞
仙霞路750弄,长宁,虹仙小区,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
紫云西路28弄,长宁,翠庭,仙霞
茅台路597弄,长宁,水霞小区,仙霞
威宁路123弄,长宁,宝华紫薇花园,仙霞
茅台路717-721号(单),长宁,威宁小区,仙霞
虹古路380弄1-30号,长宁,虹霞小区,仙霞
仙霞路470弄,长宁,虹城公寓,仙霞
虹古路380弄1-30号,长宁,虹霞小区,仙霞
仙霞路700弄,长宁,长虹公寓,仙霞
水城路495弄,长宁,水霞小区,仙霞
沪青平公路7502号,青浦,国际华城,金泽
宝银路139弄,青浦,海图公寓,金泽
宝银路175号,青浦,淀滨宝岛别墅,金泽
沪青平公路7502号,青浦,国际华城,金泽
金溪三村,青浦,金溪三村,金泽
沪青平公路8600号,青浦,上海威尼斯花园,金泽
金商公路1348弄,青浦,淀山湖别墅,金泽
朱枫公路3666弄,青浦,练民新村,金泽
沪青平公路7502号,青浦,国际华城,金泽
欧欧风路153号,青浦,欧风小区,金泽
前进街240弄,青浦,前进街240弄小区,金泽
沪青平公路7502号,青浦,国际华城,金泽
沪青平公路8499弄,青浦,楠林水岸,金泽
蒸富路132弄,青浦,淀山新村,金泽
沪青平公路8600号,青浦,上海威尼斯花园,金泽
练西路2755弄,青浦,莲花小区,金泽
下塘街20弄,青浦,练塘小区,金泽
欧欧风路153号,青浦,欧风小区,金泽
沪青平公路7502号,青浦,国际华城,金泽
金商公路1348弄,青浦,淀山湖别墅,金泽
沪青平公路7502号,青浦,国际华城,金泽
岑中路96弄,青浦,淀滨新村,金泽
沪青平公路7502号,青浦,国际华城,金泽
培育路125弄,青浦,金溪五村,金泽
金商公路1348弄,青浦,淀山湖别墅,金泽
前进街240弄,青浦,前进街240弄小区,金泽
沪青平公路7502号,青浦,国际华城,金泽
下塘街20弄,青浦,练塘小区,金泽
沪青平公路8600号,青浦,上海威尼斯花园,金泽
沪青平公路8499弄,青浦,楠林水岸,金泽
练西路2755弄,青浦,莲花小区,金泽
练西路2755弄,青浦,莲花小区,金泽
练西路2755弄,青浦,莲花小区,金泽
金溪三村,青浦,金溪三村,金泽
沪青平公路7502号,青浦,国际华城,金泽
沪青平公路7502号,青浦,国际华城,金泽
商榻北路278号,青浦,商榻老街小区,金泽
练西路2755弄,青浦,莲花小区,金泽
湾塘新村1-30号,青浦,湾塘新村,金泽
沪青平公路7502号,青浦,国际华城,金泽
朱枫公路3666弄,青浦,练民新村,金泽
培育路125弄,青浦,金溪五村,金泽
练新路124号,青浦,练北小区,金泽
商榻北路278号,青浦,商榻老街小区,金泽
沪青平公路8499弄,青浦,楠林水岸,金泽
金商公路1348弄,青浦,淀山湖别墅,金泽
沈太路2588弄,青浦,太阳岛高尔夫温泉别墅,金泽
练新路124号,青浦,练北小区,金泽
锦商公路4781弄,青浦,丰泽湾花园别墅,金泽
练西路2755弄,青浦,莲花小区,金泽
沈太路2588弄,青浦,太阳岛高尔夫温泉别墅,金泽
沪青平公路7502号,青浦,国际华城,金泽
练西路2755弄,青浦,莲花小区,金泽
沪青平公路7502号,青浦,国际华城,金泽
东风街2-180号,青浦,东风街小区,金泽
锦商公路4781弄,青浦,丰泽湾花园别墅,金泽
沪青平公路7502号,青浦,国际华城,金泽
丰庄路99弄,嘉定,金沙丽晶苑(一期),丰庄
梅川路1558弄,嘉定,泰宸景苑,丰庄
曹安路1909号,嘉定,银座印象,丰庄
新郁路199弄,嘉定,嘉宝都市港湾二期,丰庄
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
曹安路1775号,嘉定,曹安国际鞋城公寓,丰庄
东风街2-180号,青浦,东风街小区,金泽
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
丰庄二村,嘉定,丰庄二村,丰庄
曹安公路1930弄,嘉定,嘉印象,丰庄
丰庄北路5弄,嘉定,住嘉佳园,丰庄
金沙江路3188弄,嘉定,金沙嘉苑,丰庄
金沙江路3188弄,嘉定,金沙嘉苑,丰庄
丰庄路301弄,嘉定,明日新苑,丰庄
丰庄北路499弄,嘉定,振鑫花苑,丰庄
丰庄路268弄,嘉定,丽景新苑,丰庄
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
丰庄路268弄,嘉定,丽景新苑,丰庄
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
铜川路2188弄1-80号,嘉定,嘉利坊,丰庄
金沙江路3188弄,嘉定,金沙嘉苑,丰庄
铜川路2188弄1-80号,嘉定,嘉利坊,丰庄
丰庄路301弄,嘉定,明日新苑,丰庄
丰庄路450弄,嘉定,丰庄一村,丰庄
铜川路2225弄,嘉定,真新新村嘉德坊,丰庄
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
新郁路199弄,嘉定,嘉宝都市港湾二期,丰庄
曹安路1558号,嘉定,华轩大厦,丰庄
铜川路2395弄,嘉定,真新新村嘉和坊,丰庄
曹安路1558号,嘉定,华轩大厦,丰庄
铜川路2395弄,嘉定,真新新村嘉和坊,丰庄
曹安路1909号,嘉定,银座印象,丰庄
丰庄路301弄,嘉定,明日新苑,丰庄
丰庄路450弄,嘉定,丰庄一村,丰庄
新郁路199弄,嘉定,嘉宝都市港湾(一期),丰庄
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
丰庄北路480弄,嘉定,丰庄四村,丰庄
培育路125弄,青浦,金溪五村,金泽
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
丰庄北路480弄,嘉定,丰庄四村,丰庄
铜川路2188弄1-80号,嘉定,嘉利坊,丰庄
曹安公路1930弄,嘉定,嘉印象,丰庄
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
丰庄二村,嘉定,丰庄二村,丰庄
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
新郁路199弄,嘉定,嘉宝都市港湾二期,丰庄
金鼎路2388弄,嘉定,金鼎香樟苑(东区),丰庄
丰庄路450弄,嘉定,丰庄一村,丰庄
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
铜川路2655弄,嘉定,嘉秀新苑,丰庄
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
丰庄路450弄,嘉定,丰庄一村,丰庄
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
丰庄西路551弄,嘉定,丰庄十四街坊,丰庄
丰庄北路166弄,嘉定,丰庄十二街坊,丰庄
铜川路2288弄,嘉定,嘉美坊,丰庄
石龙路818弄,徐汇,正南花苑,上海南站
丰庄北路480弄,嘉定,丰庄四村,丰庄
罗城路799弄,徐汇,华东花苑,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
老沪闵路790弄,徐汇,光华园,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
老沪闵路790弄,徐汇,光华园,上海南站
汇成五村1-100号,徐汇,汇成五村,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
汇成五村1-100号,徐汇,汇成五村,上海南站
汇成一村,徐汇,汇成一村,上海南站
石龙路731弄,徐汇,金牛苑,上海南站
老沪闵路790弄,徐汇,光华园,上海南站
老沪闵路790弄,徐汇,光华园,上海南站
老沪闵路150弄,徐汇,东荡小区,上海南站
老沪闵路790弄,徐汇,光华园,上海南站
老沪闵路150弄,徐汇,东荡小区,上海南站
汇成五村1-100号,徐汇,汇成五村,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
老沪闵路150弄,徐汇,东荡小区,上海南站
汇成四村1-100号,徐汇,汇成四村,上海南站
汇成四村1-100号,徐汇,汇成四村,上海南站
老沪闵路710弄,徐汇,楼园,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
老沪闵路150弄,徐汇,东荡小区,上海南站
汇成三村,徐汇,汇成三村,上海南站
石龙路980弄,徐汇,麦克花园,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
罗城路700弄,徐汇,罗城小区,上海南站
石龙路980弄,徐汇,麦克花园,上海南站
石龙路731弄,徐汇,金牛苑,上海南站
老沪闵路618弄,徐汇,汇京佳丽园,上海南站
汇成五村1-100号,徐汇,汇成五村,上海南站
石龙路731弄,徐汇,金牛苑,上海南站
石龙路731弄,徐汇,金牛苑,上海南站
汇成一村,徐汇,汇成一村,上海南站
汇成四村1-100号,徐汇,汇成四村,上海南站
汇成五村1-100号,徐汇,汇成五村,上海南站
老沪闵路150弄,徐汇,东荡小区,上海南站
汇成四村1-100号,徐汇,汇成四村,上海南站
老沪闵路790弄,徐汇,光华园,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
石龙路731弄,徐汇,金牛苑,上海南站
老沪闵路666弄,徐汇,幽澜苑,上海南站
石龙路731弄,徐汇,金牛苑,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
石龙路731弄,徐汇,金牛苑,上海南站
汇成一村,徐汇,汇成一村,上海南站
老沪闵路150弄,徐汇,东荡小区,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
石龙路980弄,徐汇,麦克花园,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
罗城路700弄,徐汇,罗城小区,上海南站
罗城路799弄,徐汇,华东花苑,上海南站
老沪闵路150弄,徐汇,东荡小区,上海南站
老沪闵路790弄,徐汇,光华园,上海南站
九江公路159弄,松江,绿地海珀佘山(公寓),佘山
老沪闵路710弄,徐汇,楼园,上海南站
千新公路718弄,松江,世茂佘山里,佘山
罗城路799弄,徐汇,华东花苑,上海南站
龙川北路418弄,徐汇,海波金桂苑,上海南站
桃源路518弄,松江,佘山逸品苑,佘山
桃源路518弄,松江,佘山逸品苑,佘山
林荫新路255弄,松江,佘山月湖山庄,佘山
林叶路189弄,松江,佘山东紫园,佘山
千新公路718弄,松江,世茂佘山里,佘山
桃源路362弄,松江,翠谷小区,佘山
桃源路188弄,松江,佘山天地休闲广场,佘山
青城山路180弄,松江,佘北家园茗雅苑,佘山
青城山路280弄,松江,佘北家园富雅苑,佘山
桃源路518弄,松江,佘山逸品苑,佘山
华莹山路300弄,松江,佘北家园惠泽苑,佘山
勋业东路188弄,松江,国贸天悦,佘山
千新公路585弄,松江,佘山家园,佘山
千新公路718弄,松江,世茂佘山里,佘山
外青松公路8228弄,松江,陈坊新苑,佘山
泗陈公路4388弄,松江,佘山3号,佘山
泗陈公路4388弄,松江,佘山3号,佘山
汇成四村1-100号,徐汇,汇成四村,上海南站
外青松公路9199弄,松江,吉宝佘山御庭,佘山
千新公路585弄,松江,佘山家园,佘山
佘天昆公路268弄,松江,上海紫园,佘山
桃源路188弄,松江,佘山天地休闲广场,佘山
千新公路718弄,松江,世茂佘山里,佘山
外青松公路8228弄,松江,陈坊新苑,佘山
江秋路199弄,松江,秋潭苑,佘山
米筛浜路699弄,松江,佘北家园松和苑,佘山
千新公路718弄,松江,世茂佘山里,佘山
桃源路362弄,松江,翠谷小区,佘山
外青松公路9199弄,松江,吉宝佘山御庭,佘山
松苑路100号,松江,佘山小区,佘山
米筛浜路699弄,松江,佘北家园松和苑,佘山
桃源路518弄,松江,佘山逸品苑,佘山
泗陈公路4388弄,松江,佘山3号,佘山
佘北公路666弄,松江,世茂佘山庄园(一期),佘山
佘北公路389弄,松江,紫都上海晶园,佘山
佘北公路389弄,松江,紫都上海晶园,佘山
桃源路188弄,松江,佘山天地休闲广场,佘山
勋业东路188弄,松江,国贸天悦,佘山
林荫新路255弄,松江,佘山月湖山庄,佘山
米筛浜路475弄,松江,佘北家园紫鹃苑,佘山
泗陈公路4388弄,松江,佘山3号,佘山
林荫新路255弄,松江,佘山月湖山庄,佘山
松苑路100号,松江,佘山小区,佘山
勋业东路188弄,松江,国贸天悦,佘山
外青松公路9199弄,松江,吉宝佘山御庭,佘山
林叶路189弄,松江,佘山东紫园,佘山
佘北公路389弄,松江,紫都上海晶园,佘山
赵昆公路3928弄,松江,天马花苑,佘山
九江公路159弄,松江,绿地海珀佘山(别墅),佘山
桃源西路688弄,松江,江秋新苑(二期),佘山
外青松公路9199弄,松江,吉宝佘山御庭,佘山
辰花路5088弄,松江,世茂纳米魔幻城,佘山
